지역,대학,계열,전형유형,전형명,모집단위명,2018,2019,2020,2021,2022,경쟁률 추이
경기,가천대,인문,2.학생부교과,지역균형전형,동양어문학과,21.7,14.88,9,11.17,9.9,
경기,가천대,인문,2.학생부교과,지역균형전형,미디어커뮤니케이션학과,38.2,26.2,14.4,21.4,16.67,
경기,가천대,인문,2.학생부교과,지역균형전형,법학과,22.6,22.25,9,8.33,7.13,
경기,가천대,인문,2.학생부교과,지역균형전형,사회복지학과,27.2,24.2,9,15.2,17.17,
경기,가천대,인문,2.학생부교과,지역균형전형,심리학과,,,17.67,14.33,12,
경기,가천대,인문,2.학생부교과,지역균형전형,영미어문학과,19.2,12.8,9,8.8,7.8,
경기,가천대,인문,2.학생부교과,지역균형전형,유럽어문학과,10.4,10,9.2,6.2,8.3,
경기,가천대,인문,2.학생부교과,지역균형전형,유아교육학과,24,18.67,13,12.67,12.43,
경기,가천대,인문,2.학생부교과,지역균형전형,응용통계학과,24.6,22.4,6.4,5.8,5.33,
경기,가천대,인문,2.학생부교과,지역균형전형,의료경영학과,11.2,12.4,7.8,6.4,7.17,
경기,가천대,인문,2.학생부교과,지역균형전형,자유전공학부,,13.33,8.64,8.71,9.83,
경기,가천대,인문,2.학생부교과,지역균형전형,컴퓨터공학전공,12.6,16.8,11.2,7.6,7.85,
경기,가천대,인문,2.학생부교과,지역균형전형,패션디자인전공,15,12,16,13.25,12.8,
경기,가천대,인문,2.학생부교과,지역균형전형,한국어문학과,16.6,10.2,7,8.2,7.5,
경기,가천대,인문,2.학생부교과,지역균형전형,행정학과,17,10.6,7.8,7.8,10.67,
경기,가천대,인문,2.학생부교과,학생부우수자전형,경영학부,10.5,10.76,11.17,12.56,19.35,
경기,가천대,인문,2.학생부교과,학생부우수자전형,경제학과,8.8,7.5,7.33,13.33,16.2,
경기,가천대,인문,2.학생부교과,학생부우수자전형,경찰행정학과,10.7,15,7.86,15.29,19.83,
경기,가천대,인문,2.학생부교과,학생부우수자전형,관광경영학과,10.3,15.71,12,12.71,15,
경기,가천대,인문,2.학생부교과,학생부우수자전형,동양어문학과,10.3,9.33,11.17,14.18,16.9,
경기,가천대,인문,2.학생부교과,학생부우수자전형,미디어커뮤니케이션학과,13.4,11.9,9,11.4,18.63,
경기,가천대,인문,2.학생부교과,학생부우수자전형,법학과,8.6,9.75,14.4,9.3,13.5,
경기,가천대,인문,2.학생부교과,학생부우수자전형,사회복지학과,14.6,10.71,13.86,9.86,22.17,
경기,가천대,인문,2.학생부교과,학생부우수자전형,심리학과,,,15.83,11,15,
경기,가천대,인문,2.학생부교과,학생부우수자전형,영미어문학과,21.3,12.86,7.29,15.29,15.5,
경기,가천대,인문,2.학생부교과,학생부우수자전형,유럽어문학과,19,12.86,8.14,14,17,
경기,가천대,인문,2.학생부교과,학생부우수자전형,유아교육학과,9.1,9.3,6.5,7.5,16.43,
경기,가천대,인문,2.학생부교과,학생부우수자전형,응용통계학과,10.5,8.9,8.75,15,13.67,
경기,가천대,인문,2.학생부교과,학생부우수자전형,의료경영학과,11.1,16.14,8,22.43,13.86,
경기,가천대,인문,2.학생부교과,학생부우수자전형,자유전공학부,10,9.77,9.64,12,17.57,
경기,가천대,인문,2.학생부교과,학생부우수자전형,패션디자인전공,28.3,12.17,14.33,18.17,16.17,
경기,가천대,인문,2.학생부교과,학생부우수자전형,한국어문학과,11.3,7.14,8.57,17.29,16,
경기,가천대,인문,2.학생부교과,학생부우수자전형,행정학과,9.3,10,10.14,10.71,20.33,
경기,가천대,자연,1.학생부종합,가천AI.SW전형,소프트웨어전공,15.6,14.2,16.29,10.71,13.25,
경기,가천대,자연,1.학생부종합,가천AI.SW전형,인공지능전공,,,13.13,6,9.12,
경기,가천대,자연,1.학생부종합,가천바람개비전형,건축학부,43.7,23.07,12,12.36,16.53,
경기,가천대,자연,1.학생부종합,가천바람개비전형,금융수학과,6.3,7.83,7.17,4.5,6,
경기,가천대,자연,1.학생부종합,가천바람개비전형,기계공학전공,17.7,17.75,12.33,12.58,16.17,
경기,가천대,자연,1.학생부종합,가천바람개비전형,도시계획조경학부,24.2,11.8,10.5,7,10.67,
경기,가천대,자연,1.학생부종합,가천바람개비전형,물리학과,7.1,8.44,7.44,7.33,5.3,
경기,가천대,자연,1.학생부종합,가천바람개비전형,바이오나노학과,17,17,12,12.5,21.17,
경기,가천대,자연,1.학생부종합,가천바람개비전형,산업공학전공,11.3,8,11.67,6.8,6.4,
경기,가천대,자연,1.학생부종합,가천바람개비전형,생명과학과,16.8,21.44,24.88,10.38,14.5,
경기,가천대,자연,1.학생부종합,가천바람개비전형,설비소방공학과,9.2,9.83,11.33,7.71,7.75,
경기,가천대,자연,1.학생부종합,가천바람개비전형,식품생명공학과,17.5,11.67,17.5,17.4,17.17,
경기,가천대,자연,1.학생부종합,가천바람개비전형,식품영양학과,18.1,14.38,15.67,14.83,18.67,
경기,가천대,자연,1.학생부종합,가천바람개비전형,신소재공학과,,15.33,22,14.33,15.5,
경기,가천대,자연,1.학생부종합,가천바람개비전형,전기공학과,10.5,6.7,8.4,9,6.6,
경기,가천대,자연,1.학생부종합,가천바람개비전형,전자공학전공,16.6,13,10.88,9.08,9,
경기,가천대,자연,1.학생부종합,가천바람개비전형,컴퓨터공학전공,21.1,12.47,17,13.44,11.39,
경기,가천대,자연,1.학생부종합,가천바람개비전형,토목환경공학과,17.2,13.17,16.33,10.5,13.67,
경기,가천대,자연,1.학생부종합,가천바람개비전형,화공생명공학과,15.1,12.55,12.91,9.08,19.93,
경기,가천대,자연,1.학생부종합,가천바람개비전형,화학과,20.1,12.11,11.33,7.89,9.3,
경기,가천대,자연,1.학생부종합,가천의약학전형,한의예과,,,,15.18,15.67,
경기,가천대,자연,1.학생부종합,교육기회균형,건축학부,10,13,10,10,,
경기,가천대,자연,1.학생부종합,교육기회균형,기계공학전공,13,12,8,5.5,,
경기,가천대,자연,1.학생부종합,교육기회균형,도시계획조경학부,9,9,7,14,,
경기,가천대,자연,1.학생부종합,교육기회균형,설비소방공학과,,,,3,,
경기,가천대,자연,1.학생부종합,교육기회균형,식품영양학과,12,12.5,10.5,10,,
경기,가천대,자연,1.학생부종합,교육기회균형,신소재공학과,,9,10,4,,
경기,가천대,자연,1.학생부종합,교육기회균형,전기공학과,9,5,6.5,5.5,,
경기,가천대,자연,1.학생부종합,교육기회균형,전자공학전공,11,6,7,6,,
경기,가천대,자연,1.학생부종합,교육기회균형,화공생명공학과,8.7,9.67,8,6.5,,
경기,가천대,자연,1.학생부종합,농어촌(종합)전형,건축학부,12,14,14,5,,
경기,가천대,자연,1.학생부종합,농어촌(종합)전형,기계공학전공,13.5,9,7,8,,
경기,가천대,자연,1.학생부종합,농어촌(종합)전형,도시계획조경학부,5.5,6,10.5,7.5,,
경기,가천대,자연,1.학생부종합,농어촌(종합)전형,물리학과,8,4,5,6,,
경기,가천대,자연,1.학생부종합,농어촌(종합)전형,생명과학과,,,,6,,
경기,가천대,자연,1.학생부종합,농어촌(종합)전형,설비소방공학과,,,,8,,
경기,가천대,자연,1.학생부종합,농어촌(종합)전형,식품영양학과,16,16,8,5,,
경기,가천대,자연,1.학생부종합,농어촌(종합)전형,신소재공학과,,8,8,7,,
경기,가천대,자연,1.학생부종합,농어촌(종합)전형,전기공학과,8.5,2.5,4.5,6,,
경기,가천대,자연,1.학생부종합,농어촌(종합)전형,전자공학전공,9,6,6,7,,
경기,가천대,자연,1.학생부종합,농어촌(종합)전형,컴퓨터공학전공,11,12.5,8,11.5,,
경기,가천대,자연,1.학생부종합,농어촌(종합)전형,화공생명공학과,18,8,10,6.5,,
경기,가천대,자연,1.학생부종합,농어촌(종합)전형,화학과,,,,4,,
경기,가천대,자연,1.학생부종합,사회기여자전형,건축학부,15.5,19,12.5,9,,
경기,가천대,자연,1.학생부종합,사회기여자전형,금융수학과,5,10.5,8,8,,
경기,가천대,자연,1.학생부종합,사회기여자전형,기계공학전공,15.5,13.5,12,8,,
경기,가천대,자연,1.학생부종합,사회기여자전형,도시계획조경학부,22,12.5,11,8,,
경기,가천대,자연,1.학생부종합,사회기여자전형,산업공학전공,13,10.5,9,5,,
경기,가천대,자연,1.학생부종합,사회기여자전형,설비소방공학과,11.5,9.5,15.5,17,,
경기,가천대,자연,1.학생부종합,사회기여자전형,소프트웨어전공,9.7,21,15.5,11,,
경기,가천대,자연,1.학생부종합,사회기여자전형,식품생명공학과,14,18.5,15.5,11,,
경기,가천대,자연,1.학생부종합,사회기여자전형,식품영양학과,9,15,11,15,,
경기,가천대,자연,1.학생부종합,사회기여자전형,신소재공학과,,14,11,8,,
경기,가천대,자연,1.학생부종합,사회기여자전형,전기공학과,12,9,10,6.5,,
경기,가천대,자연,1.학생부종합,사회기여자전형,전자공학전공,11.3,10.3,9.67,11,,
경기,가천대,자연,1.학생부종합,사회기여자전형,컴퓨터공학과,10.5,16.75,19,14,,
경기,가천대,자연,1.학생부종합,사회기여자전형,토목환경공학과,18.5,14,9,5.5,,
경기,가천대,자연,1.학생부종합,사회기여자전형,화공생명공학과,10.5,20,14.5,20,,
경기,가천대,자연,1.학생부종합,조기취업형계약학과전형,게임영상학과,,,,5.75,,
경기,가천대,자연,1.학생부종합,조기취업형계약학과전형,미래자동차학과,,,,3.65,,
경기,가천대,자연,1.학생부종합,조기취업형계약학과전형,반도체디스플레이학과,,,,2.2,,
경기,가천대,자연,1.학생부종합,조기취업형계약학과전형,첨단의료기기학과,,,,2.7,,
경기,가천대,자연,1.학생부종합,특성화고교(종합),건축학부,,11.75,14.33,19,,
경기,가천대,자연,1.학생부종합,특성화고교(종합),기계공학전공,,12.75,11.33,18.33,,
경기,가천대,자연,1.학생부종합,특성화고교(종합),도시계획조경학부,,9.33,5.33,10,,
경기,가천대,자연,1.학생부종합,특성화고교(종합),산업공학전공,,6,6.5,13,,
경기,가천대,자연,1.학생부종합,특성화고교(종합),설비소방공학과,,7,6,9.5,,
경기,가천대,자연,1.학생부종합,특성화고교(종합),식품생명공학과,,5,7,4.5,,
경기,가천대,자연,1.학생부종합,특성화고교(종합),식품영양학과,,16.5,19,20.5,,
경기,가천대,자연,1.학생부종합,특성화고교(종합),신소재공학과,,7.5,7,9,,
경기,가천대,자연,1.학생부종합,특성화고교(종합),전기공학과,,13.5,13.5,25,,
경기,가천대,자연,1.학생부종합,특성화고교(종합),전자공학전공,,10.33,19.5,13,,
경기,가천대,자연,1.학생부종합,특성화고교(종합),토목환경공학과,,7,9,10,,
경기,가천대,자연,1.학생부종합,특성화고교(종합),화공생명공학과,,5.5,10,6,,
경기,가천대,자연,2.학생부교과,지역균형전형,건축학부,25.7,30.75,8.43,10.17,10,
경기,가천대,자연,2.학생부교과,지역균형전형,금융수학과,11,9.8,8.2,5.6,5.17,
경기,가천대,자연,2.학생부교과,지역균형전형,기계공학전공,44.3,23.71,7.86,9.33,7.86,
경기,가천대,자연,2.학생부교과,지역균형전형,도시계획조경학부,22,15.29,8.33,6.17,7.86,
경기,가천대,자연,2.학생부교과,지역균형전형,물리학과,18.4,18.6,5.4,4.8,4.673,
경기,가천대,자연,2.학생부교과,지역균형전형,바이오나노학과,22.8,13.4,7.8,7.4,7.17,
경기,가천대,자연,2.학생부교과,지역균형전형,산업공학전공,12.2,11.6,7.2,5.8,6,
경기,가천대,자연,2.학생부교과,지역균형전형,생명과학과,23.4,12.2,9.6,12,6.83,
경기,가천대,자연,2.학생부교과,지역균형전형,설비소방공학과,12.3,12.83,8.33,5.8,7.33,
경기,가천대,자연,2.학생부교과,지역균형전형,소프트웨어전공,18.7,14.33,11.63,10.14,7.63,
경기,가천대,자연,2.학생부교과,지역균형전형,식품생명공학과,27.6,23,8,10,10.4,
경기,가천대,자연,2.학생부교과,지역균형전형,식품영양학과,16,19.5,6.5,9.2,11.17,
경기,가천대,자연,2.학생부교과,지역균형전형,신소재공학과,,17,13,8.2,7.2,
경기,가천대,자연,2.학생부교과,지역균형전형,인공지능전공,,,10.75,7.5,6.92,
경기,가천대,자연,2.학생부교과,지역균형전형,전기공학과,12.3,14.71,7,5.2,7.17,
경기,가천대,자연,2.학생부교과,지역균형전형,전자공학전공,15.3,18.63,6.33,6,6.42,
경기,가천대,자연,2.학생부교과,지역균형전형,토목환경공학과,13.4,19,11.6,7.2,9.2,
경기,가천대,자연,2.학생부교과,지역균형전형,한의예과,48.7,26.9,29.7,33.4,16.33,
경기,가천대,자연,2.학생부교과,지역균형전형,화공생명공학과,34.3,22.71,8,10,10.86,
경기,가천대,자연,2.학생부교과,지역균형전형,화학과,25.2,18.8,11.2,8.4,6.33,
경기,가천대,자연,2.학생부교과,학생부우수자전형,건축학부,18,18.47,9.62,12.31,16.75,
경기,가천대,자연,2.학생부교과,학생부우수자전형,금융수학과,21.6,18.86,7.57,9.86,9.43,
경기,가천대,자연,2.학생부교과,학생부우수자전형,기계공학과,15.8,14.33,7.58,22.36,13,
경기,가천대,자연,2.학생부교과,학생부우수자전형,도시계획조경학부,13.4,16.8,6.9,13.63,11.29,
경기,가천대,자연,2.학생부교과,학생부우수자전형,물리학과,24.4,13.17,5.71,11.71,12.5,
경기,가천대,자연,2.학생부교과,학생부우수자전형,바이오나노학과,14.3,9,5.57,20.14,10.86,
경기,가천대,자연,2.학생부교과,학생부우수자전형,산업공학전공,13.1,9.71,9.14,13,13.14,
경기,가천대,자연,2.학생부교과,학생부우수자전형,생명과학과,12,9.57,5.57,9.86,8.83,
경기,가천대,자연,2.학생부교과,학생부우수자전형,설비소방공학과,16,7.73,8.36,11.5,12.88,
경기,가천대,자연,2.학생부교과,학생부우수자전형,소프트웨어전공,13,11.35,10.3,15.5,13.63,
경기,가천대,자연,2.학생부교과,학생부우수자전형,식품생명공학과,18.7,8.83,24.5,16.67,13.29,
경기,가천대,자연,2.학생부교과,학생부우수자전형,식품영양학과,13.6,7.89,7.57,27.86,17.86,
경기,가천대,자연,2.학생부교과,학생부우수자전형,신소재공학과,,11.14,20,14.29,11,
경기,가천대,자연,2.학생부교과,학생부우수자전형,인공지능전공,,,7.2,23.76,16,
경기,가천대,자연,2.학생부교과,학생부우수자전형,전기공학과,12.5,15.7,11.8,11.78,22.88,
경기,가천대,자연,2.학생부교과,학생부우수자전형,전자공학전공,11.6,10.13,7.13,11.54,14,
경기,가천대,자연,2.학생부교과,학생부우수자전형,컴퓨터공학전공,15.6,11,10.83,12.25,18.33,
경기,가천대,자연,2.학생부교과,학생부우수자전형,토목환경공학과,21.6,19.14,7.43,27.86,18.71,
경기,가천대,자연,2.학생부교과,학생부우수자전형,화공생명공학과,15.1,16.1,7,18,11.6,
경기,가천대,자연,2.학생부교과,학생부우수자전형,화학과,22.8,8.83,6.71,7.86,11,
경기,가천대,통합,1.학생부종합,교육기회균형,컴퓨터공학전공,14,12.5,11.5,11,,
