지역,대학,계열,전형유형,세부전형명,모집단위명,입결등급 기준,2019,2020,2021,2022,수시등급 트렌드,평균등급,2019등급,2020등급,2021등급,2022등급,평균
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,독어독문학과,최종등록자평균,3.8,3.9,4.09,4.6,,4.1,3등급,3등급,4등급,4등급,4등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,법학과,최종등록자평균,3,3.1,2.7,2.94,,2.94,3등급,3등급,2등급,2등급,2등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,벤처중소기업학과,최종등록자평균,3.4,3.5,2.79,2.86,,3.14,3등급,3등급,2등급,2등급,3등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,불어불문학과,최종등록자평균,3.8,3.9,3.44,4.67,,3.95,3등급,3등급,3등급,4등급,3등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,사학과,최종등록자평균,3,3.2,2.7,2.57,,2.87,3등급,3등급,2등급,2등급,2등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,사회복지학부,최종등록자평균,3.3,3.2,2.63,2.79,,2.98,3등급,3등급,2등급,2등급,2등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,언론홍보학과,최종등록자평균,3,3,2.51,2.8,,2.83,3등급,3등급,2등급,2등급,2등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,영어영문학과,최종등록자평균,3,3.1,3.38,2.93,,3.1,3등급,3등급,3등급,2등급,3등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,일어일문학과,최종등록자평균,3.8,3.8,4.2,4.26,,4.02,3등급,3등급,4등급,4등급,4등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,정보사회학과,최종등록자평균,3,2.9,2.41,2.78,,2.77,3등급,2등급,2등급,2등급,2등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,정치외교학과,최종등록자평균,3,3.1,2.75,2.82,,2.92,3등급,3등급,2등급,2등급,2등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,중어중문학과,최종등록자평균,3.3,3.3,2.77,3.75,,3.28,3등급,3등급,2등급,3등급,3등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,철학과,최종등록자평균,3.4,3.6,3.04,3.24,,3.32,3등급,3등급,3등급,3등급,3등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,평생교육학과,최종등록자평균,3,3.2,2.74,2.75,,2.92,3등급,3등급,2등급,2등급,2등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,행정학부,최종등록자평균,2.8,2.9,2.54,2.75,,2.75,2등급,2등급,2등급,2등급,2등급
서울,숭실대,인문,1.학생부종합,SSU미래인재전형,회계학과,최종등록자평균,3,3,2.93,3.17,,3.03,3등급,3등급,2등급,3등급,3등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,AI융합학부,최종등록자평균,2.2,2.7,2.4,1.9,,2.3,2등급,2등급,2등급,1등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,"건축학부(건축학,건축공학전공)",최종등록자평균,2.5,2.8,2.7,2.2,,2.55,2등급,2등급,2등급,2등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,건축학부(실내건축전공),최종등록자평균,2.6,2.6,3.3,2.3,,2.7,2등급,2등급,3등급,2등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,글로벌미디어학부,최종등록자평균,2.4,2.2,2.4,2.2,,2.3,2등급,2등급,2등급,2등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,기계공학부,최종등록자평균,2.3,2.3,2.5,2.1,,2.3,2등급,2등급,2등급,2등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,물리학과,최종등록자평균,2.6,2.6,2.6,2.2,,2.5,2등급,2등급,2등급,2등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,산업정보시스템공학과,최종등록자평균,2.4,2.5,2.5,2.3,,2.43,2등급,2등급,2등급,2등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,소프트웨어학부,최종등록자평균,2,2.1,2,1.8,,1.98,2등급,2등급,2등급,1등급,1등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,수학과,최종등록자평균,1.9,2.2,2.3,2,,2.1,1등급,2등급,2등급,2등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,유기신소재파이버공학과,최종등록자평균,2.1,2.3,2.4,2.1,,2.23,2등급,2등급,2등급,2등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,의생명시스템학부,최종등록자평균,2.5,1.8,1.9,1.8,,2,2등급,1등급,1등급,1등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,전기공학부,최종등록자평균,2.4,2.3,2.7,2.2,,2.4,2등급,2등급,2등급,2등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,전자정보공학부(IT융합전공),최종등록자평균,2.2,2.6,2.5,2,,2.33,2등급,2등급,2등급,2등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,전자정보공학부(전자공학전공),최종등록자평균,2.1,2.3,3,2,,2.35,2등급,2등급,3등급,2등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,정보통계보험수리학과,최종등록자평균,2,2.2,2.2,2.8,,2.3,2등급,2등급,2등급,2등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,컴퓨터학부,최종등록자평균,2.2,1.9,2,1.7,,1.95,2등급,1등급,2등급,1등급,1등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,화학공학과,최종등록자평균,1.9,2.3,2.1,1.8,,2.03,1등급,2등급,2등급,1등급,2등급
서울,숭실대,자연,2.학생부교과,학생부우수자전형,화학과,최종등록자평균,2,2.3,2.5,2,,2.2,2등급,2등급,2등급,2등급,2등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,AI융합학부,최종등록자평균,3.4,3.4,3.06,2.99,,3.21,3등급,3등급,3등급,2등급,3등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,"건축학부(건축학,건축공학전공)",최종등록자평균,3.3,3.4,3.18,2.99,,3.22,3등급,3등급,3등급,2등급,3등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,건축학부(실내건축전공),최종등록자평균,3.6,3.6,3.41,3.31,,3.48,3등급,3등급,3등급,3등급,3등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,글로벌미디어학부,최종등록자평균,3.4,3.3,2.95,3.29,,3.24,3등급,3등급,2등급,3등급,3등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,기계공학부,최종등록자평균,3,3.1,2.94,3.13,,3.04,3등급,3등급,2등급,3등급,3등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,물리학과,최종등록자평균,3.2,3.5,3.23,3.21,,3.29,3등급,3등급,3등급,3등급,3등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,산업정보시스템공학과,최종등록자평균,3.2,3.4,3.18,2.99,,3.19,3등급,3등급,3등급,2등급,3등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,소프트웨어학부,최종등록자평균,3.1,3,2.63,2.46,,2.8,3등급,3등급,2등급,2등급,2등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,수학과,최종등록자평균,3.1,3,2.75,2.71,,2.89,3등급,3등급,2등급,2등급,2등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,유기신소재파이버공학과,최종등록자평균,3,3.1,2.78,2.82,,2.93,3등급,3등급,2등급,2등급,2등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,의생명시스템학부,최종등록자평균,2.9,3,2.53,2.58,,2.75,2등급,3등급,2등급,2등급,2등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,전기공학부,최종등록자평균,3.3,3.3,3.17,3.04,,3.2,3등급,3등급,3등급,3등급,3등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,전자정보공학부(IT융합전공),최종등록자평균,3.4,3.3,3.02,3.3,,3.26,3등급,3등급,3등급,3등급,3등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,전자정보공학부(전자공학전공),최종등록자평균,3.1,3.1,2.98,2.68,,2.97,3등급,3등급,2등급,2등급,2등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,정보통계보험수리학과,최종등록자평균,3.1,3,2.79,2.84,,2.93,3등급,3등급,2등급,2등급,2등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,컴퓨터학부,최종등록자평균,3.2,3,2.52,2.39,,2.78,3등급,3등급,2등급,2등급,2등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,화학공학과,최종등록자평균,2.7,2.9,2.49,2.46,,2.64,2등급,2등급,2등급,2등급,2등급
서울,숭실대,자연,1.학생부종합,SSU미래인재전형,화학과,최종등록자평균,2.8,2.9,2.59,2.58,,2.72,2등급,2등급,2등급,2등급,2등급
서울,숭실대,통합,1.학생부종합,SSU미래인재전형,융합특성화자유전공학부,최종등록자평균,3.4,3.3,2.99,3.01,,3.18,3등급,3등급,2등급,3등급,3등급
서울,연세대,인문,1.학생부종합,활동우수형전형,경영학과,최동등록자70%컷,,1.66,2,2.36,,2.01,,1등급,2등급,2등급,2등급
서울,연세대,인문,1.학생부종합,활동우수형전형,경제학부,최동등록자70%컷,,1.74,1.9,1.75,,1.8,,1등급,1등급,1등급,1등급
서울,연세대,인문,1.학생부종합,활동우수형전형,국어국문학과,최동등록자70%컷,,1.4,2,1.69,,1.7,,1등급,2등급,1등급,1등급
서울,연세대,인문,1.학생부종합,활동우수형전형,노어노문학과,최동등록자70%컷,,2.03,2.8,,,2.42,,2등급,2등급,,2등급
서울,연세대,인문,1.학생부종합,활동우수형전형,독어독문학과,최동등록자70%컷,,2.8,2.6,,,2.7,,2등급,2등급,,2등급
서울,연세대,인문,1.학생부종합,활동우수형전형,문헌정보학과,최동등록자70%컷,,2.34,2.2,1.9,,2.15,,2등급,2등급,1등급,2등급
서울,연세대,인문,1.학생부종합,활동우수형전형,문화인류학과,최동등록자70%컷,,1.63,2.4,,,2.02,,1등급,2등급,,2등급
서울,연세대,인문,1.학생부종합,활동우수형전형,불어불문학과,최동등록자70%컷,,2.82,3.1,2.97,,2.96,,2등급,3등급,2등급,2등급
서울,연세대,인문,1.학생부종합,활동우수형전형,사학과,최동등록자70%컷,,1.62,1.8,2.71,,2.04,,1등급,1등급,2등급,2등급
서울,연세대,인문,1.학생부종합,활동우수형전형,사회복지학과,최동등록자70%컷,,1.78,2.3,1.36,,1.81,,1등급,2등급,1등급,1등급
서울,연세대,인문,1.학생부종합,활동우수형전형,사회학과,최동등록자70%컷,,1.46,1.8,1.67,,1.64,,1등급,1등급,1등급,1등급
서울,연세대,인문,1.학생부종합,활동우수형전형,신학과,최동등록자70%컷,,3.55,4,2.71,,3.42,,3등급,4등급,2등급,3등급
서울,연세대,인문,1.학생부종합,활동우수형전형,심리학과,최동등록자70%컷,,1.84,2.3,,,2.07,,1등급,2등급,,2등급
서울,연세대,인문,1.학생부종합,활동우수형전형,언론홍보영상학부,최동등록자70%컷,,1.52,1.3,1.37,,1.4,,1등급,1등급,1등급,1등급
서울,연세대,인문,1.학생부종합,활동우수형전형,영어영문학과,최동등록자70%컷,,2.51,2.3,1.94,,2.25,,2등급,2등급,1등급,2등급
서울,연세대,인문,1.학생부종합,활동우수형전형,응용통계학과,최동등록자70%컷,,1.78,3.2,2.18,,2.39,,1등급,3등급,2등급,2등급
서울,연세대,인문,1.학생부종합,활동우수형전형,정치외교학과,최동등록자70%컷,,1.5,1.6,1.59,,1.56,,1등급,1등급,1등급,1등급
서울,연세대,인문,1.학생부종합,활동우수형전형,중어중문학과,최동등록자70%컷,,2.47,2.4,,,2.44,,2등급,2등급,,2등급
서울,연세대,인문,1.학생부종합,활동우수형전형,철학과,최동등록자70%컷,,2.01,2.8,,,2.41,,2등급,2등급,,2등급
서울,연세대,인문,1.학생부종합,활동우수형전형,행정학과,최동등록자70%컷,,1.71,2.2,1.97,,1.96,,1등급,2등급,1등급,1등급
서울,연세대,자연,1.학생부종합,활동우수형전형,건축공학과,최동등록자70%컷,,1.65,4.7,1.95,,2.77,,1등급,4등급,1등급,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,기계공학부,최동등록자70%컷,,1.19,3.9,2.1,,2.4,,1등급,3등급,2등급,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,대기과학과,최동등록자70%컷,,1.22,4.2,1.88,,2.43,,1등급,4등급,1등급,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,도시공학과,최동등록자70%컷,,1.7,3.4,1.69,,2.26,,1등급,3등급,1등급,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,물리학과,최동등록자70%컷,,1.15,3.5,1.49,,2.05,,1등급,3등급,1등급,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,사회환경시스템공학부,최동등록자70%컷,,1.98,5.8,2.02,,3.27,,1등급,5등급,2등급,3등급
서울,연세대,자연,1.학생부종합,활동우수형전형,산업공학과,최동등록자70%컷,,1.97,3.1,1.61,,2.23,,1등급,3등급,1등급,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,생명공학과,최동등록자70%컷,,1.12,4,2.14,,2.42,,1등급,4등급,2등급,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,생화학과,최동등록자70%컷,,1.27,2.2,,,1.74,,1등급,2등급,,1등급
서울,연세대,자연,1.학생부종합,활동우수형전형,수학과,최동등록자70%컷,,1.26,2.8,1.62,,1.89,,1등급,2등급,1등급,1등급
서울,연세대,자연,1.학생부종합,활동우수형전형,시스템생물학과,최동등록자70%컷,,1.31,4.4,,,2.86,,1등급,4등급,,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,신소재공학부,최동등록자70%컷,,1.27,4.3,1.94,,2.5,,1등급,4등급,1등급,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,전기전자공학부,최동등록자70%컷,,1.44,3.8,1.7,,2.31,,1등급,3등급,1등급,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,지구시스템과학과,최동등록자70%컷,,1.49,2.9,2.01,,2.13,,1등급,2등급,2등급,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,천문우주학과,최동등록자70%컷,,1.23,2.8,,,2.02,,1등급,2등급,,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,컴퓨터과학과,최동등록자70%컷,,1.18,3.5,1.52,,2.07,,1등급,3등급,1등급,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,화공생명공학부,최동등록자70%컷,,1.17,4,1.73,,2.3,,1등급,4등급,1등급,2등급
서울,연세대,자연,1.학생부종합,활동우수형전형,화학과,최동등록자70%컷,,1.4,4.1,1.76,,2.42,,1등급,4등급,1등급,2등급
서울,연세대,통합,1.학생부종합,활동우수형전형,식품영양학과,최동등록자70%컷,,3.27,2.4,2.84,,2.84,,3등급,2등급,2등급,2등급
서울,연세대,통합,1.학생부종합,활동우수형전형,실내건축학과,최동등록자70%컷,,3.11,2.6,2.87,,2.86,,3등급,2등급,2등급,2등급
서울,연세대,통합,1.학생부종합,활동우수형전형,아동가족학과,최동등록자70%컷,,2.5,2.6,2.14,,2.41,,2등급,2등급,2등급,2등급
서울,연세대,통합,1.학생부종합,활동우수형전형,의류환경학과,최동등록자70%컷,,2.04,3.3,2.18,,2.51,,2등급,3등급,2등급,2등급
서울,이화여대,인문,2.학생부교과,고교추천전형,경영학부,최종등록자70%컷,1.2,1.5,1.8,1.7,,1.55,1등급,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,경제학과,최종등록자70%컷,1.2,1.6,1.7,2.1,,1.65,1등급,1등급,1등급,2등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,교육공학과,최종등록자70%컷,1.3,1.7,1.6,2,,1.65,1등급,1등급,1등급,2등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,교육학과,최종등록자70%컷,1.5,1.5,1.6,1.8,,1.6,1등급,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,국어교육과,최종등록자70%컷,1.3,1.5,1.6,1.5,,1.48,1등급,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,국어국문학과,최종등록자70%컷,1.3,1.5,2,1.9,,1.68,1등급,1등급,2등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,국제사무학과,최종등록자70%컷,,1.6,1.8,1.8,,1.73,,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,사회교육전공,최종등록자70%컷,1.3,1.7,1.6,1.5,,1.53,1등급,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,사회학과,최종등록자70%컷,1.2,1.4,1.6,1.7,,1.48,1등급,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,심리학과,최종등록자70%컷,1.4,1.4,1.8,1.8,,1.6,1등급,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,역사교육전공,최종등록자70%컷,,1.7,1.4,1.7,,1.6,,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,영어교육과,최종등록자70%컷,1.2,1.5,1.6,1.6,,1.48,1등급,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,영어영문학부,최종등록자70%컷,1.4,1.6,1.7,2.1,,1.7,1등급,1등급,1등급,2등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,유아교육과,최종등록자70%컷,1.4,1.7,1.7,2.5,,1.83,1등급,1등급,1등급,2등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,의류산업학과,최종등록자70%컷,1.4,1.6,3,2.1,,2.03,1등급,1등급,3등급,2등급,2등급
서울,이화여대,인문,2.학생부교과,고교추천전형,정치외교학과,최종등록자70%컷,1.2,1.5,1.8,1.9,,1.6,1등급,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,중어중문학과,최종등록자70%컷,1.5,1.6,1.9,2,,1.75,1등급,1등급,1등급,2등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,지리교육전공,최종등록자70%컷,1.4,1.7,1.8,1.8,,1.68,1등급,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,초등교육과,최종등록자70%컷,1.1,1.1,1.2,1.2,,1.15,1등급,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,커뮤니케이션미디어학부,최종등록자70%컷,1.1,1.5,1.7,1.7,,1.5,1등급,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,특수교육과,최종등록자70%컷,1.4,1.6,1.8,1.8,,1.65,1등급,1등급,1등급,1등급,1등급
서울,이화여대,인문,2.학생부교과,고교추천전형,행정학과,최종등록자70%컷,1.2,1.5,1.6,1.8,,1.53,1등급,1등급,1등급,1등급,1등급
서울,이화여대,인문,1.학생부종합,미래인재전형,간호학부(인문),최종등록자70%컷,,2,2.2,2,,2.07,,2등급,2등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,건축도시시스템공학전공(인문),최종등록자70%컷,,2.4,2.8,4.3,,3.17,,2등급,2등급,4등급,3등급
서울,이화여대,인문,1.학생부종합,미래인재전형,건축학전공(5년)(인문),최종등록자70%컷,,4.3,3.2,3.7,,3.73,,4등급,3등급,3등급,3등급
서울,이화여대,인문,1.학생부종합,미래인재전형,경영학부,최종등록자70%컷,,3.5,3.9,3.6,,3.67,,3등급,3등급,3등급,3등급
서울,이화여대,인문,1.학생부종합,미래인재전형,경제학과,최종등록자70%컷,,3.1,3.7,2.9,,3.23,,3등급,3등급,2등급,3등급
서울,이화여대,인문,1.학생부종합,미래인재전형,교육공학과,최종등록자70%컷,,2.2,2.1,2.5,,2.27,,2등급,2등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,교육학과,최종등록자70%컷,,2.5,1.9,2,,2.13,,2등급,1등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,국어교육과,최종등록자70%컷,,1.9,3.5,2,,2.47,,1등급,3등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,국어국문학과,최종등록자70%컷,,2.5,2.4,2.5,,2.47,,2등급,2등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,국제사무학과,최종등록자70%컷,,2.2,4,3.7,,3.3,,2등급,4등급,3등급,3등급
서울,이화여대,인문,1.학생부종합,미래인재전형,기독교학과,최종등록자70%컷,,3.8,4.6,3.7,,4.03,,3등급,4등급,3등급,4등급
서울,이화여대,인문,1.학생부종합,미래인재전형,기후에너지시스템공학전공(인문),최종등록자70%컷,,4.1,4.8,4.4,,4.43,,4등급,4등급,4등급,4등급
서울,이화여대,인문,1.학생부종합,미래인재전형,독어독문학과,최종등록자70%컷,,4,4.1,4.3,,4.13,,4등급,4등급,4등급,4등급
서울,이화여대,인문,1.학생부종합,미래인재전형,문헌정보학과,최종등록자70%컷,,3.6,2.6,2.6,,2.93,,3등급,2등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,불어불문학과,최종등록자70%컷,,4.6,4.5,4.3,,4.47,,4등급,4등급,4등급,4등급
서울,이화여대,인문,1.학생부종합,미래인재전형,사학과,최종등록자70%컷,,2.9,4.3,2.8,,3.33,,2등급,4등급,2등급,3등급
서울,이화여대,인문,1.학생부종합,미래인재전형,사회교육전공,최종등록자70%컷,,2.6,1.8,1.9,,2.1,,2등급,1등급,1등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,사회복지학과,최종등록자70%컷,,3.7,2.2,3.2,,3.03,,3등급,2등급,3등급,3등급
서울,이화여대,인문,1.학생부종합,미래인재전형,사회학과,최종등록자70%컷,,1.5,1.9,2.2,,1.87,,1등급,1등급,2등급,1등급
서울,이화여대,인문,1.학생부종합,미래인재전형,소비자학과,최종등록자70%컷,,4.3,2.4,2.6,,3.1,,4등급,2등급,2등급,3등급
서울,이화여대,인문,1.학생부종합,미래인재전형,심리학과,최종등록자70%컷,,1.8,2.2,2.2,,2.07,,1등급,2등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,역사교육전공,최종등록자70%컷,,2.6,1.9,2.1,,2.2,,2등급,1등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,영어교육과,최종등록자70%컷,,2.2,1.9,1.8,,1.97,,2등급,1등급,1등급,1등급
서울,이화여대,인문,1.학생부종합,미래인재전형,영어영문학부,최종등록자70%컷,,3.6,2.4,2.7,,2.9,,3등급,2등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,유아교육과,최종등록자70%컷,,2.3,2.3,2.5,,2.37,,2등급,2등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,융합콘텐츠학과(인문),최종등록자70%컷,,3.7,3.7,4.1,,3.83,,3등급,3등급,4등급,3등급
서울,이화여대,인문,1.학생부종합,미래인재전형,의류산업학과,최종등록자70%컷,,3.3,3.6,2.9,,3.27,,3등급,3등급,2등급,3등급
서울,이화여대,인문,1.학생부종합,미래인재전형,정치외교학과,최종등록자70%컷,,2,2,2.4,,2.13,,2등급,2등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,중어중문학과,최종등록자70%컷,,4.5,4.2,4.7,,4.47,,4등급,4등급,4등급,4등급
서울,이화여대,인문,1.학생부종합,미래인재전형,지리교육전공,최종등록자70%컷,,2.6,2.1,2.9,,2.53,,2등급,2등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,철학과,최종등록자70%컷,,4.4,2.5,4,,3.63,,4등급,2등급,4등급,3등급
서울,이화여대,인문,1.학생부종합,미래인재전형,초등교육과,최종등록자70%컷,,1.5,1.4,1.5,,1.47,,1등급,1등급,1등급,1등급
서울,이화여대,인문,1.학생부종합,미래인재전형,커뮤니케이션미디어학부,최종등록자70%컷,,2.3,2.2,2.4,,2.3,,2등급,2등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,컴퓨터공학전공(인문),최종등록자70%컷,,4.1,2.9,3.8,,3.6,,4등급,2등급,3등급,3등급
서울,이화여대,인문,1.학생부종합,미래인재전형,특수교육과,최종등록자70%컷,,2.3,2.7,3.1,,2.7,,2등급,2등급,3등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,행정학과,최종등록자70%컷,,2,2.3,2.2,,2.17,,2등급,2등급,2등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,환경공학전공(인문),최종등록자70%컷,,2.6,3.1,3,,2.9,,2등급,3등급,3등급,2등급
서울,이화여대,인문,1.학생부종합,미래인재전형,휴먼기계바이오공학부(인문),최종등록자70%컷,,4.3,4,2.8,,3.7,,4등급,4등급,2등급,3등급
서울,이화여대,자연,2.학생부교과,고교추천전형,간호학부(자연),최종등록자70%컷,1.4,1.5,1.5,1.6,,1.5,1등급,1등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,건축도시시스템공학전공(자연),최종등록자70%컷,1.5,1.7,1.8,1.9,,1.73,1등급,1등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,과학교육과,최종등록자70%컷,1.4,1.5,1.5,1.8,,1.55,1등급,1등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,기후에너지시스템공학전공(자연),최종등록자70%컷,1.4,1.5,1.7,1.8,,1.6,1등급,1등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,사이버보안전공,최종등록자70%컷,1.6,2,1.7,1.9,,1.8,1등급,2등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,수학과,최종등록자70%컷,1.4,1.8,1.9,1.9,,1.75,1등급,1등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,수학교육과,최종등록자70%컷,1.2,1.8,1.7,1.8,,1.63,1등급,1등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,식품생명공학전공,최종등록자70%컷,1.4,1.7,1.9,1.7,,1.68,1등급,1등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,식품영양학과,최종등록자70%컷,1.6,1.7,1.8,1.8,,1.73,1등급,1등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,전자전기공학전공,최종등록자70%컷,1.4,1.7,1.8,2.1,,1.75,1등급,1등급,1등급,2등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,컴퓨터공학전공(자연),최종등록자70%컷,1.3,1.9,1.6,1.8,,1.65,1등급,1등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,통계학과,최종등록자70%컷,1.3,1.5,1.8,1.8,,1.6,1등급,1등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,화공신소재공학전공,최종등록자70%컷,1.3,1.5,1.5,1.7,,1.5,1등급,1등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,화학생명분자과학부,최종등록자70%컷,1.2,1.5,1.6,1.6,,1.48,1등급,1등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,환경공학전공(자연),최종등록자70%컷,1.4,1.6,1.7,1.9,,1.65,1등급,1등급,1등급,1등급,1등급
서울,이화여대,자연,2.학생부교과,고교추천전형,휴먼기계바이오공학부(자연),최종등록자70%컷,1.4,1.6,1.7,1.8,,1.63,1등급,1등급,1등급,1등급,1등급
