지역,대학,계열,전형유형,세부전형명,모집단위명,입결등급 기준,2019,2020,2021,2022,수시등급 트렌드,평균등급,2019등급,2020등급,2021등급,2022등급,평균
경기,한국항공대,자연,2.학생부교과,교과성적우수자전형,"항공교통물류학부
(항공교통,물류)",최종등록자평균,1.7,1.5,1.6,2.6,,1.85,1등급,1등급,1등급,2등급,1등급
경기,한국항공대,자연,2.학생부교과,교과성적우수자전형,"항공우주및기계공학부(항공우주학,
항공기시스템공학,기계공학)",최종등록자평균,1.8,1.8,2.5,2.3,,2.1,1등급,1등급,2등급,2등급,2등급
경기,한국항공대,자연,2.학생부교과,교과성적우수자전형,항공운항학과,최종등록자평균,1.2,1.3,1.2,1.7,,1.35,1등급,1등급,1등급,1등급,1등급
경기,한국항공대,자연,2.학생부교과,교과성적우수자전형,"항공전자정보공학부
(전자및항공전자,정보통신)",최종등록자평균,1.9,2.2,2.2,2.5,,2.2,1등급,2등급,2등급,2등급,2등급
경기,한국항공대,자연,1.학생부종합,미래인재전형,소프트웨어학과,최종등록자평균,2.5,2.8,2.7,2.8,,2.7,2등급,2등급,2등급,2등급,2등급
경기,한국항공대,자연,1.학생부종합,미래인재전형,신소재공학과,최종등록자평균,2.5,2.4,2.8,3.2,,2.73,2등급,2등급,2등급,3등급,2등급
경기,한국항공대,자연,1.학생부종합,미래인재전형,"항공교통물류학부
(항공교통,물류)",최종등록자평균,1.7,2.2,2,2.2,,2.03,1등급,2등급,2등급,2등급,2등급
경기,한국항공대,자연,1.학생부종합,미래인재전형,"항공우주및기계공학부(항공우주학,
항공기시스템공학,기계공학)",최종등록자평균,2.2,2.2,2.2,2.7,,2.33,2등급,2등급,2등급,2등급,2등급
경기,한국항공대,자연,1.학생부종합,미래인재전형,항공운항학과,최종등록자평균,1.7,1.5,1.4,1.7,,1.58,1등급,1등급,1등급,1등급,1등급
경기,한국항공대,자연,1.학생부종합,미래인재전형,"항공전자정보공학부
(전자및항공전자,정보통신)",최종등록자평균,2.4,2.6,2.6,3.1,,2.68,2등급,2등급,2등급,3등급,2등급
경기,한양대(ERICA),인문,2.학생부교과,지역균형발전전형,경영학부,최종등록자평균,2.61,2.36,2.65,2.49,,2.53,2등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),인문,2.학생부교과,지역균형발전전형,경제학부,최종등록자평균,2.41,2.48,2.54,2.68,,2.53,2등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),인문,2.학생부교과,지역균형발전전형,광고홍보학과,최종등록자평균,2.14,1.98,2.2,2.32,,2.16,2등급,1등급,2등급,2등급,2등급
경기,한양대(ERICA),인문,2.학생부교과,지역균형발전전형,문화인류학과,최종등록자평균,2.36,2.51,2.84,3.12,,2.71,2등급,2등급,2등급,3등급,2등급
경기,한양대(ERICA),인문,2.학생부교과,지역균형발전전형,문화콘텐츠학과,최종등록자평균,1.82,1.86,2.78,2.49,,2.24,1등급,1등급,2등급,2등급,2등급
경기,한양대(ERICA),인문,2.학생부교과,지역균형발전전형,보험계리학과,최종등록자평균,2.8,2.29,2.97,2.85,,2.73,2등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),인문,2.학생부교과,지역균형발전전형,영미언어문화학과,최종등록자평균,2.32,2.96,2.91,2.95,,2.79,2등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),인문,2.학생부교과,지역균형발전전형,일본학과,최종등록자평균,2.64,2.7,3.14,3.37,,2.96,2등급,2등급,3등급,3등급,2등급
경기,한양대(ERICA),인문,2.학생부교과,지역균형발전전형,정보사회미디어학과,최종등록자평균,2.29,2.09,3.35,2.59,,2.58,2등급,2등급,3등급,2등급,2등급
경기,한양대(ERICA),인문,2.학생부교과,지역균형발전전형,중국학과,최종등록자평균,2.65,2.78,2.95,3.24,,2.91,2등급,2등급,2등급,3등급,2등급
경기,한양대(ERICA),인문,2.학생부교과,지역균형발전전형,프랑스학과,최종등록자평균,2.53,3,2.96,3.14,,2.91,2등급,3등급,2등급,3등급,2등급
경기,한양대(ERICA),인문,2.학생부교과,지역균형발전전형,한국언어문학과,최종등록자평균,2.6,2.58,2.7,3.1,,2.75,2등급,2등급,2등급,3등급,2등급
경기,한양대(ERICA),인문,1.학생부종합,일반전형,경영학부,최종등록자평균,2.61,4.18,3.7,4.56,,3.76,2등급,4등급,3등급,4등급,3등급
경기,한양대(ERICA),인문,1.학생부종합,일반전형,경제학부,최종등록자평균,2.85,4.52,3.68,4.04,,3.77,2등급,4등급,3등급,4등급,3등급
경기,한양대(ERICA),인문,1.학생부종합,일반전형,광고홍보학과,최종등록자평균,2.06,4.25,3.76,3.93,,3.5,2등급,4등급,3등급,3등급,3등급
경기,한양대(ERICA),인문,1.학생부종합,일반전형,문화콘텐츠학과,최종등록자평균,2.8,5.3,4.79,3.01,,3.98,2등급,5등급,4등급,3등급,3등급
경기,한양대(ERICA),인문,1.학생부종합,일반전형,보험계리학과,최종등록자평균,2.85,4.43,3.94,4.33,,3.89,2등급,4등급,3등급,4등급,3등급
경기,한양대(ERICA),인문,1.학생부종합,일반전형,영미언어문화학과,최종등록자평균,2.9,5.44,3.96,4.96,,4.32,2등급,5등급,3등급,4등급,4등급
경기,한양대(ERICA),인문,1.학생부종합,일반전형,일본학과,최종등록자평균,3.92,5.42,4.54,5.25,,4.78,3등급,5등급,4등급,5등급,4등급
경기,한양대(ERICA),인문,1.학생부종합,일반전형,정보사회미디어학과,최종등록자평균,2.2,3.96,3.87,4.09,,3.53,2등급,3등급,3등급,4등급,3등급
경기,한양대(ERICA),인문,1.학생부종합,일반전형,중국학과,최종등록자평균,3.27,5.3,4.57,5.59,,4.68,3등급,5등급,4등급,5등급,4등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,ICT융합학부,최종등록자평균,2.07,2.27,2.22,2.7,,2.32,2등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,건설환경공학과,최종등록자평균,2.41,2.58,2.573,3.07,,2.66,2등급,2등급,2등급,3등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,건축학부,최종등록자평균,2.41,2.45,2.65,2.84,,2.59,2등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,교통물류공학과,최종등록자평균,2.39,2.56,2.68,2.96,,2.65,2등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,기계공학과,최종등록자평균,2.11,2.36,2.7,2.68,,2.46,2등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,나노광전자학과,최종등록자평균,2.65,2.3,2.81,2.71,,2.62,2등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,로봇공학과,최종등록자평균,1.85,2.03,2.89,2.52,,2.32,1등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,분자생명과학과,최종등록자평균,1.84,1.85,2.15,2.13,,1.99,1등급,1등급,2등급,2등급,1등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,산업경영공학과,최종등록자평균,2.13,2.44,2.53,2.95,,2.51,2등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,생명나노공학과,최종등록자평균,1.69,1.87,2.73,2.24,,2.13,1등급,1등급,2등급,2등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,소프트웨어학부,최종등록자평균,2.04,2.06,2.98,2.46,,2.39,2등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,응용물리학과,최종등록자평균,2.39,2.67,2.75,3.04,,2.71,2등급,2등급,2등급,3등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,응용수학과,최종등록자평균,2.32,2.28,2.21,4.49,,2.83,2등급,2등급,2등급,4등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,재료화학공학과,최종등록자평균,2.27,2.06,1.98,2.39,,2.18,2등급,2등급,1등급,2등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,전자공학부,최종등록자평균,2.09,2.2,2.3,2.4,,2.25,2등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,해양융합공학과,최종등록자평균,2.43,2.58,2.54,3.08,,2.66,2등급,2등급,2등급,3등급,2등급
경기,한양대(ERICA),자연,2.학생부교과,지역균형발전전형,화학분자공학과,최종등록자평균,1.72,2.08,2.94,2.41,,2.29,1등급,2등급,2등급,2등급,2등급
경기,한양대(ERICA),자연,1.학생부종합,일반전형,건축학부,최종등록자평균,2.59,4.24,3.78,3.69,,3.58,2등급,4등급,3등급,3등급,3등급
경기,한양대(ERICA),자연,1.학생부종합,일반전형,기계공학과,최종등록자평균,2.14,3.74,3.55,3.16,,3.15,2등급,3등급,3등급,3등급,3등급
경기,한양대(ERICA),자연,1.학생부종합,일반전형,로봇공학과,최종등록자평균,2.37,3.53,4.13,3.62,,3.41,2등급,3등급,4등급,3등급,3등급
경기,한양대(ERICA),자연,1.학생부종합,일반전형,분자생명과학과,최종등록자평균,1.72,3.6,3.45,3.32,,3.02,1등급,3등급,3등급,3등급,3등급
경기,한양대(ERICA),자연,1.학생부종합,일반전형,생명나노공학과,최종등록자평균,2.41,3.51,2.73,2.63,,2.82,2등급,3등급,2등급,2등급,2등급
경기,한양대(ERICA),자연,1.학생부종합,일반전형,재료화학공학과,최종등록자평균,2.27,3.46,2.94,2.83,,2.88,2등급,3등급,2등급,2등급,2등급
경기,한양대(ERICA),자연,1.학생부종합,일반전형,전자공학부,최종등록자평균,2.25,4.05,3.64,3.4,,3.34,2등급,4등급,3등급,3등급,3등급
경기,한양대(ERICA),자연,1.학생부종합,일반전형,화학분자공학과,최종등록자평균,1.96,3.86,3.08,3.04,,2.99,1등급,3등급,3등급,3등급,2등급
경남,경상대,인문,2.학생부교과,일반전형,경영정보학과,최종등록자평균,3.4,3.39,3.63,3.92,,3.59,3등급,3등급,3등급,3등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,경영학부,최종등록자평균,2.91,2.9,3.16,3.29,,3.07,2등급,2등급,3등급,3등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,경제학부,최종등록자평균,3.34,3.21,3.83,4.17,,3.64,3등급,3등급,3등급,4등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,교육학과,최종등록자평균,5.06,3.05,3.15,2.96,,3.56,5등급,3등급,3등급,2등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,국어교육과,최종등록자평균,2.71,2.26,2.82,3.06,,2.71,2등급,2등급,2등급,3등급,2등급
경남,경상대,인문,2.학생부교과,일반전형,국어국문학과,최종등록자평균,3.37,3.51,3.41,3.4,,3.42,3등급,3등급,3등급,3등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,국제통상학부,최종등록자평균,2.96,3.35,3.34,3.82,,3.37,2등급,3등급,3등급,3등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,독어독문학과,최종등록자평균,3.59,3.96,4.44,4.16,,4.04,3등급,3등급,4등급,4등급,4등급
경남,경상대,인문,2.학생부교과,일반전형,러시아학과,최종등록자평균,3.76,4.14,3.89,4.7,,4.12,3등급,4등급,3등급,4등급,4등급
경남,경상대,인문,2.학생부교과,일반전형,법학과,최종등록자평균,3.29,3.09,3.6,3.61,,3.4,3등급,3등급,3등급,3등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,불어불문학과,최종등록자평균,3.59,4.29,3.83,4.12,,3.96,3등급,4등급,3등급,4등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,사학과,최종등록자평균,2.95,3.1,4.15,3.87,,3.52,2등급,3등급,4등급,3등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,사회복지학부,최종등록자평균,2.88,2.99,3.73,3.78,,3.35,2등급,2등급,3등급,3등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,사회학과,최종등록자평균,3.83,3.3,4.39,4.24,,3.94,3등급,3등급,4등급,4등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,스마트유통물류학과,최종등록자평균,4.28,4.36,4.46,4.85,,4.49,4등급,4등급,4등급,4등급,4등급
경남,경상대,인문,2.학생부교과,일반전형,식품자원경제학과,최종등록자평균,3.3,4.04,3.95,3.5,,3.7,3등급,4등급,3등급,3등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,심리학과,최종등록자평균,2.33,2.56,4.01,2.93,,2.96,2등급,2등급,4등급,2등급,2등급
경남,경상대,인문,2.학생부교과,일반전형,아동가족학과,최종등록자평균,3.91,3.77,4.05,4.62,,4.09,3등급,3등급,4등급,4등급,4등급
경남,경상대,인문,2.학생부교과,일반전형,역사교육과,최종등록자평균,2.32,2.21,2.33,3.33,,2.55,2등급,2등급,2등급,3등급,2등급
경남,경상대,인문,2.학생부교과,일반전형,영어교육과,최종등록자평균,2.54,2.61,3.05,3.09,,2.82,2등급,2등급,3등급,3등급,2등급
경남,경상대,인문,2.학생부교과,일반전형,영어영문학부(영어영문학전공),최종등록자평균,3.04,2.97,3.38,3.18,,3.14,3등급,2등급,3등급,3등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,영어영문학부(영어전공),최종등록자평균,4.15,4.04,4.54,4.3,,4.26,4등급,4등급,4등급,4등급,4등급
경남,경상대,인문,2.학생부교과,일반전형,유아교육과,최종등록자평균,3.2,3.02,3.23,3.45,,3.23,3등급,3등급,3등급,3등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,윤리교육과,최종등록자평균,2.17,3.19,2.46,3.08,,2.73,2등급,3등급,2등급,3등급,2등급
경남,경상대,인문,2.학생부교과,일반전형,일반사회교육과,최종등록자평균,2.53,2.58,2.57,2.64,,2.58,2등급,2등급,2등급,2등급,2등급
경남,경상대,인문,2.학생부교과,일반전형,일어교육과,최종등록자평균,5.09,3.63,4,4.22,,4.24,5등급,3등급,4등급,4등급,4등급
경남,경상대,인문,2.학생부교과,일반전형,정치외교학과,최종등록자평균,3.86,3.13,3.93,3.89,,3.7,3등급,3등급,3등급,3등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,중어중문학과,최종등록자평균,3.32,3.75,3.61,4.68,,3.84,3등급,3등급,3등급,4등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,지리교육과,최종등록자평균,2.95,2.62,2.99,2.74,,2.83,2등급,2등급,2등급,2등급,2등급
경남,경상대,인문,2.학생부교과,일반전형,철학과,최종등록자평균,3.74,4.04,4.25,3.94,,3.99,3등급,4등급,4등급,3등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,한문학과,최종등록자평균,4.01,4.37,4.47,4.39,,4.31,4등급,4등급,4등급,4등급,4등급
경남,경상대,인문,2.학생부교과,일반전형,해양수산경영학과,최종등록자평균,4.78,4.8,4.97,5.7,,5.06,4등급,4등급,4등급,5등급,5등급
경남,경상대,인문,2.학생부교과,일반전형,행정학과,최종등록자평균,2.99,2.85,2.88,3.45,,3.04,2등급,2등급,2등급,3등급,3등급
경남,경상대,인문,2.학생부교과,일반전형,회계세무학부,최종등록자평균,3.57,3.2,3.65,3.87,,3.57,3등급,3등급,3등급,3등급,3등급
경남,경상대,인문,2.학생부교과,지역인재전형,국제통상학부,최종등록자평균,,4.7,5.03,6.01,,5.25,,4등급,5등급,6등급,5등급
경남,경상대,인문,1.학생부종합,일반전형,경영정보학과,최종등록자평균,4.11,4.63,4.24,4.03,,4.25,4등급,4등급,4등급,4등급,4등급
경남,경상대,인문,1.학생부종합,일반전형,경영학부,최종등록자평균,3.43,3.75,3.56,3.52,,3.57,3등급,3등급,3등급,3등급,3등급
경남,경상대,인문,1.학생부종합,일반전형,경제학부,최종등록자평균,3.89,4.06,3.72,3.9,,3.89,3등급,4등급,3등급,3등급,3등급
경남,경상대,인문,1.학생부종합,일반전형,교육학과,최종등록자평균,2.28,3.05,2.87,3.48,,2.92,2등급,3등급,2등급,3등급,2등급
경남,경상대,인문,1.학생부종합,일반전형,국어국문학과,최종등록자평균,3.9,4.26,4.13,4.25,,4.14,3등급,4등급,4등급,4등급,4등급
경남,경상대,인문,1.학생부종합,일반전형,국제통상학부,최종등록자평균,3.75,4.02,3.98,4.03,,3.95,3등급,4등급,3등급,4등급,3등급
경남,경상대,인문,1.학생부종합,일반전형,독어독문학과,최종등록자평균,4.51,5.25,5.01,4.91,,4.92,4등급,5등급,5등급,4등급,4등급
경남,경상대,인문,1.학생부종합,일반전형,러시아학과,최종등록자평균,4.59,4.8,5.1,5.72,,5.05,4등급,4등급,5등급,5등급,5등급
경남,경상대,인문,1.학생부종합,일반전형,법학과,최종등록자평균,3.48,4.01,3.76,3.84,,3.77,3등급,4등급,3등급,3등급,3등급
경남,경상대,인문,1.학생부종합,일반전형,불어불문학과,최종등록자평균,4.58,5.02,4.78,4.9,,4.82,4등급,5등급,4등급,4등급,4등급
경남,경상대,인문,1.학생부종합,일반전형,사학과,최종등록자평균,3.26,4.32,3.85,3.84,,3.82,3등급,4등급,3등급,3등급,3등급
경남,경상대,인문,1.학생부종합,일반전형,사회복지학부,최종등록자평균,3.24,3.91,3.94,4.01,,3.78,3등급,3등급,3등급,4등급,3등급
경남,경상대,인문,1.학생부종합,일반전형,사회학과,최종등록자평균,3.84,4.27,4.04,3.97,,4.03,3등급,4등급,4등급,3등급,4등급
경남,경상대,인문,1.학생부종합,일반전형,식품자원경제학과,최종등록자평균,4.09,4.28,4.23,4.19,,4.2,4등급,4등급,4등급,4등급,4등급
경남,경상대,인문,1.학생부종합,일반전형,심리학과,최종등록자평균,2.76,3.77,2.86,3.19,,3.15,2등급,3등급,2등급,3등급,3등급
경남,경상대,인문,1.학생부종합,일반전형,역사교육과,최종등록자평균,2.34,2.91,2.43,2.85,,2.63,2등급,2등급,2등급,2등급,2등급
경남,경상대,인문,1.학생부종합,일반전형,영어영문학부(영어영문학전공),최종등록자평균,3.27,4.22,3.77,3.92,,3.8,3등급,4등급,3등급,3등급,3등급
경남,경상대,인문,1.학생부종합,일반전형,유아교육과,최종등록자평균,2.53,3.53,3.26,2.52,,2.96,2등급,3등급,3등급,2등급,2등급
경남,경상대,인문,1.학생부종합,일반전형,윤리교육과,최종등록자평균,3.21,3.21,3.23,3.31,,3.24,3등급,3등급,3등급,3등급,3등급
경남,경상대,인문,1.학생부종합,일반전형,일어교육과,최종등록자평균,4.55,4.38,4.38,4.42,,4.43,4등급,4등급,4등급,4등급,4등급
경남,경상대,인문,1.학생부종합,일반전형,정치외교학과,최종등록자평균,3.87,4.33,3.93,4.45,,4.15,3등급,4등급,3등급,4등급,4등급
경남,경상대,인문,1.학생부종합,일반전형,중어중문학과,최종등록자평균,3.84,4.91,4.02,5.31,,4.52,3등급,4등급,4등급,5등급,4등급
경남,경상대,인문,1.학생부종합,일반전형,지리교육과,최종등록자평균,3.09,3.35,2.78,2.86,,3.02,3등급,3등급,2등급,2등급,3등급
경남,경상대,인문,1.학생부종합,일반전형,철학과,최종등록자평균,4.84,5.11,4.65,5.01,,4.9,4등급,5등급,4등급,5등급,4등급
경남,경상대,인문,1.학생부종합,일반전형,한문학과,최종등록자평균,4.99,4.77,5.2,5.67,,5.16,4등급,4등급,5등급,5등급,5등급
경남,경상대,인문,1.학생부종합,일반전형,해양수산경영학과,최종등록자평균,5.99,5.57,6.11,6.39,,6.02,5등급,5등급,6등급,6등급,6등급
경남,경상대,인문,1.학생부종합,일반전형,행정학과,최종등록자평균,3.46,4.2,3.34,3.53,,3.63,3등급,4등급,3등급,3등급,3등급
경남,경상대,인문,1.학생부종합,일반전형,회계세무학부,최종등록자평균,3.8,4.16,4.02,3.59,,3.89,3등급,4등급,4등급,3등급,3등급
경남,경상대,인문,1.학생부종합,지역인재전형,경영정보학과,최종등록자평균,4.07,4.25,4.26,4.05,,4.16,4등급,4등급,4등급,4등급,4등급
경남,경상대,인문,1.학생부종합,지역인재전형,경영학부,최종등록자평균,3.26,3.57,3.29,3.46,,3.4,3등급,3등급,3등급,3등급,3등급
경남,경상대,인문,1.학생부종합,지역인재전형,경제학부,최종등록자평균,3.98,4.33,4.16,4,,4.12,3등급,4등급,4등급,4등급,4등급
경남,경상대,인문,1.학생부종합,지역인재전형,국어국문학과,최종등록자평균,3.96,4.05,3.71,4.74,,4.12,3등급,4등급,3등급,4등급,4등급
경남,경상대,인문,1.학생부종합,지역인재전형,국제통상학부,최종등록자평균,3.37,4.06,3.7,6.01,,4.29,3등급,4등급,3등급,6등급,4등급
경남,경상대,인문,1.학생부종합,지역인재전형,독어독문학과,최종등록자평균,4.66,4.99,4.6,5.49,,4.94,4등급,4등급,4등급,5등급,4등급
경남,경상대,인문,1.학생부종합,지역인재전형,러시아학과,최종등록자평균,4.45,4.64,5.69,5.31,,5.02,4등급,4등급,5등급,5등급,5등급
경남,경상대,인문,1.학생부종합,지역인재전형,불어불문학과,최종등록자평균,4.29,4.81,5.61,5.14,,4.96,4등급,4등급,5등급,5등급,4등급
경남,경상대,인문,1.학생부종합,지역인재전형,사학과,최종등록자평균,3.44,4.13,3.72,4,,3.82,3등급,4등급,3등급,4등급,3등급
경남,경상대,인문,1.학생부종합,지역인재전형,사회복지학부,최종등록자평균,3.68,3.98,3.73,3.96,,3.84,3등급,3등급,3등급,3등급,3등급
경남,경상대,인문,1.학생부종합,지역인재전형,사회학과,최종등록자평균,5.13,4.69,4.28,3.2,,4.33,5등급,4등급,4등급,3등급,4등급
경남,경상대,인문,1.학생부종합,지역인재전형,식품자원경제학과,최종등록자평균,4.6,5.1,4.43,4.77,,4.73,4등급,5등급,4등급,4등급,4등급
경남,경상대,인문,1.학생부종합,지역인재전형,영어영문학부(영어영문학전공),최종등록자평균,3.55,4,3.88,4.11,,3.89,3등급,4등급,3등급,4등급,3등급
경남,경상대,인문,1.학생부종합,지역인재전형,윤리교육과,최종등록자평균,1.29,3.25,2.61,2.66,,2.45,1등급,3등급,2등급,2등급,2등급
경남,경상대,인문,1.학생부종합,지역인재전형,정치외교학과,최종등록자평균,3.96,4.14,3.92,3.93,,3.99,3등급,4등급,3등급,3등급,3등급
경남,경상대,인문,1.학생부종합,지역인재전형,중어중문학과,최종등록자평균,3.61,4.51,3.78,5.36,,4.32,3등급,4등급,3등급,5등급,4등급
경남,경상대,인문,1.학생부종합,지역인재전형,철학과,최종등록자평균,4.91,5.12,4.62,4.71,,4.84,4등급,5등급,4등급,4등급,4등급
경남,경상대,인문,1.학생부종합,지역인재전형,한문학과,최종등록자평균,4.94,5.54,5.45,5.23,,5.29,4등급,5등급,5등급,5등급,5등급
경남,경상대,인문,1.학생부종합,지역인재전형,행정학과,최종등록자평균,3.92,4.1,3.59,3.33,,3.74,3등급,4등급,3등급,3등급,3등급
경남,경상대,인문,1.학생부종합,지역인재전형,회계세무학,최종등록자평균,2.78,3.53,3.09,2.85,,3.06,2등급,3등급,3등급,2등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,간호학과,최종등록자평균,2.93,2.41,2.47,2.34,,2.54,2등급,2등급,2등급,2등급,2등급
경남,경상대,자연,2.학생부교과,일반전형,건설시스템공학과,최종등록자평균,4.32,4.59,4.46,5.25,,4.66,4등급,4등급,4등급,5등급,4등급
경남,경상대,자연,2.학생부교과,일반전형,건축공학부,최종등록자평균,3.78,4.13,3.76,4.21,,3.97,3등급,4등급,3등급,4등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,건축학과(5년제),최종등록자평균,3.16,3.42,3.24,3.64,,3.37,3등급,3등급,3등급,3등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,기계공학부,최종등록자평균,2.4,2.18,3.69,3.81,,3.02,2등급,2등급,3등급,3등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,기계소재융합공학부,최종등록자평균,3.76,3.76,3.99,5.44,,4.24,3등급,3등급,3등급,5등급,4등급
경남,경상대,자연,2.학생부교과,일반전형,기계시스템공학과,최종등록자평균,4.68,4.59,4.01,6,,4.82,4등급,4등급,4등급,6등급,4등급
경남,경상대,자연,2.학생부교과,일반전형,기계융합공학과,최종등록자평균,3.84,3.96,3.7,4.46,,3.99,3등급,3등급,3등급,4등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,나노신소재공학부(고분자공학전공),최종등록자평균,3.41,3.66,3.6,4.21,,3.72,3등급,3등급,3등급,4등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,나노신소재공학부(금속재료공학전공),최종등록자평균,3.41,3.66,4.36,4.69,,4.03,3등급,3등급,4등급,4등급,4등급
경남,경상대,자연,2.학생부교과,일반전형,나노신소재공학부(세라믹공학전공),최종등록자평균,3.41,3.66,4.44,4.72,,4.06,3등급,3등급,4등급,4등급,4등급
경남,경상대,자연,2.학생부교과,일반전형,농학과,최종등록자평균,3.42,3.62,4.39,3.61,,3.76,3등급,3등급,4등급,3등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,도시공학과,최종등록자평균,3.78,4.13,4.01,3.69,,3.9,3등급,4등급,4등급,3등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,동물생명융합학부,최종등록자평균,4.6,4.47,2.96,4.48,,4.13,4등급,4등급,2등급,4등급,4등급
경남,경상대,자연,2.학생부교과,일반전형,메카트로닉스공학부,최종등록자평균,4.45,4.04,4.08,5.27,,4.46,4등급,4등급,4등급,5등급,4등급
경남,경상대,자연,2.학생부교과,일반전형,물리교육과,최종등록자평균,3.67,3.98,3.6,2.88,,3.53,3등급,3등급,3등급,2등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,물리학과,최종등록자평균,4.04,4.79,3.23,5.45,,4.38,4등급,4등급,3등급,5등급,4등급
경남,경상대,자연,2.학생부교과,일반전형,반도체공학과,최종등록자평균,3.44,3.57,3.71,3.4,,3.53,3등급,3등급,3등급,3등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,산업시스템공학부,최종등록자평균,3.84,4.53,4.66,4.13,,4.29,3등급,4등급,4등급,4등급,4등급
경남,경상대,자연,2.학생부교과,일반전형,생명과학부,최종등록자평균,2.89,3.99,3.6,3.49,,3.49,2등급,3등급,3등급,3등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,생물교육과,최종등록자평균,2.31,2.7,3.02,3.45,,2.87,2등급,2등급,3등급,3등급,2등급
경남,경상대,자연,2.학생부교과,일반전형,생물산업기계공학과,최종등록자평균,4.24,4.26,5.07,4.89,,4.62,4등급,4등급,5등급,4등급,4등급
경남,경상대,자연,2.학생부교과,일반전형,수의예과,최종등록자평균,1.48,1.47,1.49,1.4,,1.46,1등급,1등급,1등급,1등급,1등급
경남,경상대,자연,2.학생부교과,일반전형,수학과,최종등록자평균,3.79,4.17,4.45,4.27,,4.17,3등급,4등급,4등급,4등급,4등급
경남,경상대,자연,2.학생부교과,일반전형,수학교육과,최종등록자평균,3.12,2.53,3,3.38,,3.01,3등급,2등급,3등급,3등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,스마트농산업학과,최종등록자평균,3.64,4.18,4.37,4.35,,4.14,3등급,4등급,4등급,4등급,4등급
경남,경상대,자연,2.학생부교과,일반전형,식물의학과,최종등록자평균,3.45,3.97,3.97,3.16,,3.64,3등급,3등급,3등급,3등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,식품공학부,최종등록자평균,3.35,3.28,3.84,3.71,,3.55,3등급,3등급,3등급,3등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,식품영양학과,최종등록자평균,3.54,3.84,2.61,3.29,,3.32,3등급,3등급,2등급,3등급,3등급
경남,경상대,자연,2.학생부교과,일반전형,양식생명과학과,최종등록자평균,5.04,4.76,5.92,6,,5.43,5등급,4등급,5등급,6등급,5등급
